Name,Last Name,First Name,Graduation date,Rank at graduation,Class,Graduated from,Pilot type,Military hometown of record,State,Aerial Victory Credits,Web Profile
"McGee, Charles E.",McGee, Charles E.,30-Jun-43,2nd Lt,SE-43-F,TAAF,Single engine,Champaign,IL,"Downed 1 Fw-190 on August 24, 1944",
"McGinnis, Faythe A.",McGinnis, Faythe A.,3-Jul-42,2nd Lt,SE-42-F,TAAF,Single engine,Muskogee,OK,,
"McIntyre, Clinton E.",McIntyre, Clinton E.,4-Aug-45,2nd Lt,SE-45-E,TAAF,Single engine,Bronz,NY,,
"McIntyre, Herbert A.",McIntyre, Herbert A.,8-Sep-45,2nd Lt,SE-45-F,TAAF,Single engine,Cleveland,OH,,
"McIver, Frederick D., Jr.",McIver," Frederick D., Jr.",7-Jan-44,2nd Lt,SE-44-A,TAAF,Single engine,Philadelphia,PA,,
"McKeethen, Llyod B.",McKeethen, Llyod B.,20-Nov-45,2nd Lt,TE-45-H,TAAF,Twin engine,East Chicago,IL,,
"McKenzie, Alfred U.",McKenzie, Alfred U.,11-Mar-45,Flight Officer,TE-45-A,TAAF,Twin engine,Washington,DC,,
"McKnight, James W.",McKnight, James W.,23-May-45,2nd Lt,SE-45-C,TAAF,Single engine,Washington,DC,,
"McLaurin, Eddie",McLaurin, Eddie,28-Jul-43,2nd Lt,SE-43-G,TAAF,Single engine,Jackson,MS,,
"McQuillan, Douglas H.",McQuillan, Douglas H.,20-Nov-44,Flight Officer,TE-44-I,TAAF,Twin engine,Brooklyn,NY,,
"McRae, Ivan J., Jr.",McRae," Ivan J., Jr.",28-Dec-44,2nd Lt,TE-44-J,TAAF,Twin engine,Yonkers,NY,,
"Melton, William R.",Melton, William R.,28-Jul-43,2nd Lt,SE-43-G,TAAF,Single engine,Los Angeles,CA,,
"Merriweather, Elbert N., Jr.",Merriweather," Elbert N., Jr.",4-Aug-44,Flight Officer,SE-44-G,TAAF,Single engine,Brooklyn,NY,,
"Merriweather, Robert O.",Merriweather, Robert O.,1-Feb-44,Flight Officer,SE-44-K,TAAF,Single engine,Birmingham,AL,,
"Merton, Joseph L., Jr.",Merton," Joseph L., Jr.",12-Mar-44,2nd Lt,SE-44-C,TAAF,Single engine,Chicago,IL,,
"Miller, Charles E.",Miller, Charles E.,16-Oct-44,2nd Lt,SE-44-I-1,TAAF,Single engine,Plainfield,NJ,,
"Miller, George R.",Miller, George R.,4-Aug-45,Flight Officer,TE-45-E,TAAF,Twin engine,DesMoines,IA,,
"Miller, Godfrey C.",Miller, Godfrey C.,20-Nov-45,2nd Lt,SE-45-H,TAAF,Single engine,Bloomington,IL,,
"Miller, Lawrence I.",Miller, Lawrence I.,8-Sep-44,2nd Lt,SE-44-H,TAAF,Single engine,Los Angeles,CA,,
"Miller, Oliver O.",Miller, Oliver O.,28-May-43,2nd Lt,SE-43-E,TAAF,Single engine,Battle Creek,MI,,
"Miller, Willard B.",Miller, Willard B.,4-Aug-44,Flight Officer,TE-44-G,TAAF,Twin engine,Portland,OR,,
"Millett, Joseph H.",Millett, Joseph H.,16-Oct-44,2nd Lt,SE-44-I-1,TAAF,Single engine,Los Angeles,CA,,
"Mills, Clinton B.",Mills, Clinton B.,14-Jan-43,2nd Lt,SE-43-A,TAAF,Single engine,Durham,NC,"Downed 1 Fw-190 on February 7, 1944",
"Mills, Theodore H",Mills, Theodore H,3-Nov-43,2nd Lt,SE-43-J,TAAF,Single engine,New Rochelle,NY,,
"Minor, James I., Jr.",Minor," James I., Jr.",30-Sep-43,1st Lt,CL-43-1,TAAF,Liaison pilot,Richmond,VA,,
"Mitchell, James T., Jr.",Mitchell," James T., Jr.",27-Jun-44,Flight Officer,SE-44-F,TAAF,Single engine,Gadston,AL,,
"Mitchell, Paul G.",Mitchell, Paul G.,3-Jul-42,2nd Lt,SE-42-F,TAAF,Single engine,Washington,DC,,
"Mitchell, Vincent I.",Mitchell, Vincent I.,15-Apr-44,Flight Officer,SE-44-D,TAAF,Single engine,Mt. Clemens,MI,,
"Moffett, Wilbur",Moffett, Wilbur,11-Mar-45,Flight Officer,SE-45-A,TAAF,Single engine,Detroit,MI,,
"Moody, Frank H.",Moody, Frank H.,8-Feb-44,2nd Lt,SE-44-B,TAAF,Single engine,Los Angeles,CA,,
"Moody, Paul L.",Moody, Paul L.,15-Apr-44,2nd Lt,TE-44-D,TAAF,Twin engine,Cambridge,MA,,
"Moody, Roland W.",Moody, Roland W.,15-Apr-44,2nd Lt,SE-44-D,TAAF,Single engine,Cambridge,MA,,
"Moore, Abe Benjamin",Moore, Abe Benjamin,23-Mar-46,Flight Officer,TE-46-A,TAAF,Twin engine,Austin,TX,,
"Moore, Benjamin F.",Moore, Benjamin F.,30-Sep-43,2nd Lt,CL-43-1,TAAF,Liaison pilot,Ocilla,GA,,
"Moore, Flarzell",Moore, Flarzell,28-Dec-44,Flight Officer,TE-44-J,TAAF,Twin engine,Chicago,IL,,
"Moore, Theopolis D.",Moore, Theopolis D.,30-Jun-43,2nd Lt,SE-43-F,TAAF,Single engine,St. Louis,MO,,
"Moore, Willis E.",Moore, Willis E.,20-Nov-44,2nd Lt,SE-44-I,TAAF,Single engine,Chicago,IL,,
"Moret, Adolph J., Jr.",Moret," Adolph J., Jr.",,Flight Officer,,TAAF,Service pilot,New Orleans,LA,,
"Moret, Calvin G.",Moret, Calvin G.,20-Nov-44,Flight Officer,SE-44-I,TAAF,Single engine,New Orlenas,LA,,
"Morgan, Dempsey W.",Morgan, Dempsey W.,28-May-43,2nd Lt,SE-43-E,TAAF,Single engine,Detroit,MI,,
"Morgan, John H.",Morgan, John H.,6-Sep-42,2nd Lt,SE-42-H,TAAF,Single engine,Cartersville,GA,,
"Morgan, William B.",Morgan, William B.,8-Sep-45,Flight Officer,SE-45-F,TAAF,Single engine,Yukon,PA,,
"Morgan, Woodrow F.",Morgan, Woodrow F.,1-Oct-43,2nd Lt,SE-43-I,TAAF,Single engine,Omaha,NE,,
"Morris, Harold M.",Morris, Harold M.,15-Apr-44,2nd Lt,SE-44-D,TAAF,Single engine,Seattle,WA,"Downed 1 Fw-190 on April 1, 1945",
"Morrison, Thomas J., Jr.",Morrison," Thomas J., Jr.",11-Mar-45,2nd Lt,SE-45-A,TAAF,Single engine,Roxbury,MA,,
"Moseley, Sidney J.",Moseley, Sidney J.,29-Apr-43,2nd Lt,SE-43-D,TAAF,Single engine,Norfolk,VA,,
"Mosley, Clifford E.",Mosley, Clifford E.,4-Aug-45,Flight Officer,TE-45-E,TAAF,Twin engine,Boston,MA,,
"Mosley, John William",Mosley, John William,4-Aug-44,2nd Lt,TE-44-G,TAAF,Twin engine,Denver,CO,,
"Moss, Richard Maurice",Moss, Richard Maurice,14-May-46,Unk,SE-46-B,TAAF,Single engine,,,,
"Mozee, David M., Jr.",Mozee," David M., Jr.",8-Sep-45,Flight Officer,TE-45-F,TAAF,Twin engine,Chicago,IL,,
"Mulzac, John Ira",Mulzac, John Ira,28-Dec-44,Flight Officer,TE-44-J,TAAF,Twin engine,Brooklyn,NY,,
"Murdic, Robert J.",Murdic, Robert J.,27-Jun-44,Flight Officer,SE-44-F,TAAF,Single engine,Franklin,TN,,
"Murphy, David J.",Murphy, David J.,16-Oct-44,Flight Officer,TE-44-I-1,TAAF,Twin engine,Whiteville,NC,,
"Murray, Louis U.",Murray, Louis U.,23-May-45,Flight Officer,SE-45-C,TAAF,Single engine,Gary,IN,,
"Myers, Charles P.",Myers, Charles P.,16-Oct-44,2nd Lt,SE-44-I-1,TAAF,Single engine,Indianapolis,IN,,
"Nalle, Russell C., Jr.",Nalle," Russell C., Jr.",8-Sep-44,Flight Officer,TE-44-H,TAAF,Twin engine,Detroit,MI,,
"Neblett, Nicholas S.",Neblett, Nicholas S.,28-Jun-46,2nd Lt,SE-46-C,TAAF,Single engine,Cincinnati,OH,,
"Nelson, Dempsey, Jr.",Nelson," Dempsey, Jr.",28-Dec-44,Flight Officer,SE-44-J,TAAF,Single engine,Philadelphia,PA,,
"Nelson, John W.",Nelson, John W.,20-Nov-45,Flight Officer,TE-45-H,TAAF,Twin engine,Bronx,NY,,
"Nelson, Lincoln W.",Nelson, Lincoln W.,20-Nov-44,2nd Lt,SE-44-I,TAAF,Single engine,San Diego,CA,,
"Nelson, Neal V.",Nelson, Neal V.,1-Oct-43,2nd Lt,SE-43-I,TAAF,Single engine,Chicago,IL,,
"Nelson, Robert H.",Nelson, Robert H.,28-Jul-43,2nd Lt,SE-43-G,TAAF,Single engine,Pittsburg,PA,,
"Newman, Christopher W.",Newman, Christopher W.,1-Oct-43,2nd Lt,SE-43-I,TAAF,Single engine,St. Louis,MO,,
"Newsum, Fitzroy",Newsum, Fitzroy,5-Dec-43,1st Lt,TE-43-K,TAAF,Twin engine,Brooklyn,NY,,
"Nicholas, Pellissier C.",Nicholas, Pellissier C.,8-Feb-44,N/A,TE-44-B,TAAF,Twin engine,Port au Prince,HT,,
"Nightingale, Elton H.",Nightingale, Elton H.,12-Mar-44,2nd Lt,SE-44-C,TAAF,Single engine,Tuskegee Inst.,AL,,
"Noches, Ramon F.",Noches, Ramon F.,4-Aug-44,Flight Officer,TE-44-G,TAAF,Twin engine,Junction City,KS,,
"Norman, Henry A.",Norman, Henry A.,7-Dec-43,2nd Lt,CL-43-3,TAAF,Liaison pilot,Gallipolis,OH,,
"Norton, George G., Jr.",Norton," George G., Jr.",15-Apr-45,Flight Officer,TE-45-B,TAAF,Twin engine,St. Louis,MO,,
"O'Neal, Walter N.",O'Neal, Walter N.,4-Aug-45,Flight Officer,TE-45-E,TAAF,Twin engine,Cleveland,OH,,
"O'Neil, Robert",O'Neil, Robert,7-Jan-44,2nd Lt,SE-44-A,TAAF,Single engine,Detroit,MI,,
"Oates, Horace W.",Oates, Horace W.,7-Dec-43,2nd Lt,CL-43-3,TAAF,Liaison pilot,Tulsa,OK,,
"Oliphant, Clarence A.",Oliphant, Clarence A.,23-May-44,2nd Lt,SE-44-E,TAAF,Single engine,Council Bluffs,IA,,
"Oliver, Luther L.",Oliver, Luther L.,11-Mar-45,2nd Lt,TE-45-A,TAAF,Twin engine,Montgomery,AL,,
"Orduna, Ralph",Orduna, Ralph,23-May-44,2nd Lt,SE-44-E,TAAF,Single engine,Omaha,NE,,
"Page, Maurice R.",Page, Maurice R.,28-Jul-43,2nd Lt,SE-43-G,TAAF,Single engine,Los Angeles,CA,,
"Palmer, Augustus L.",Palmer, Augustus L.,8-Sep-45,2nd Lt,SE-45-F,TAAF,Single engine,Newport News,VA,,
"Palmer, Walter J. A.",Palmer, Walter J. A.,30-Jun-43,2nd Lt,SE-43-F,TAAF,Single engine,New York,NY,"Downed 1 Me-109 on July 18, 1944",
"Parker, Frederick L., Jr.",Parker," Frederick L., Jr.",7-Jan-44,2nd Lt,TE-44-A,TAAF,Twin engine,Chicago,IL,,
"Parker, George J.",Parker, George J.,23-May-45,Flight Officer,SE-45-C,TAAF,Single engine,Youngstown,OH,,
"Parker, Melvin",Parker, Melvin,28-Dec-44,Flight Officer,SE-44-J,TAAF,Single engine,Baltimore,MD,,
"Parkey, Robert M.",Parkey, Robert M.,20-Nov-44,Flight Officer,TE-44-I,TAAF,Twin engine,DesMoines,IA,,
"Pasquet, Alex",Pasquet, Alex,30-Aug-43,,SE-43-H,TAAF,Single engine,Port au Prince,HT,,
"Patton, Humprey C., Jr",Patton," Humprey C., Jr",15-Apr-45,Flight Officer,SE-45-B,TAAF,Single engine,Washington,DC,,
"Patton, Thomas G.",Patton, Thomas G.,8-Feb-44,2nd Lt,SE-44-B,TAAF,Single engine,South Franklin,TN,,
"Payne, Turner W.",Payne, Turner W.,3-Nov-43,2nd Lt,SE-43-J,TAAF,Single engine,Wichita Falls,TX,,
"Payne, Verdelle L.",Payne, Verdelle L.,15-Apr-45,Flight Officer,SE-45-B,TAAF,Single engine,Mamaroneck,NY,,
"Peirson, Gwynne W.",Peirson, Gwynne W.,3-Nov-43,2nd Lt,SE-43-J,TAAF,Single engine,Oakland,CA,,
"Pendleton, Frederick D.",Pendleton, Frederick D.,28-Dec-44,2nd Lt,SE-44-J,TAAF,Single engine,Texarkana,TX,,
"Penn, Starling B.",Penn, Starling B.,30-Aug-43,2nd Lt,SE-43-H,TAAF,Single engine,New York,NY,,
"Pennington, Leland H.",Pennington, Leland H.,4-Aug-44,Flight Officer,SE-44-G,TAAF,Single engine,Rochester,NY,,
"Pennington, Robert F.",Pennington, Robert F.,15-Apr-45,Flight Officer,SE-45-B,TAAF,Single engine,Little Silver,NJ,,
"Peoples, Francis B.",Peoples, Francis B.,15-Apr-44,2nd Lt,SE-44-D,TAAF,Single engine,Henderson,NC,,
"Peoples, Henry R..",Peoples, Henry R..,15-Apr-44,2nd Lt,SE-44-D,TAAF,Single engine,St. Louis,MO,,
"Perkins, John R., Jr.",Perkins," John R., Jr.",27-Jun-44,Flight Officer,TE-44-F,TAAF,Twin engine,Seattle,WA,,
"Perkins, Roscoe C., Jr.",Perkins," Roscoe C., Jr.",23-May-45,Flight Officer,SE-45-C,TAAF,Single engine,Canonsburg,PA,,
"Perkins, Sanford M.",Perkins, Sanford M.,7-Jan-44,2nd Lt,SE-44-A,TAAF,Single engine,Denver,CO,,
"Perry, Henry B.",Perry, Henry B.,6-Sep-42,2nd Lt,SE-42-H,TAAF,Single engine,Thomasville,GA,,https://cafriseabove.org/henry-buford-herky-perry/
"Pillow, Robert A.",Pillow, Robert A.,23-May-44,Flight Officer,SE-44-E,TAAF,Single engine,Nashville,TN,,
"Pinkett, John R.",Pinkett, John R.,,2nd Lt,45-BI-1,TAAF,Service pilot,Washington,DC,,
"Pinkney, Harvey N.",Pinkney, Harvey N.,3-Nov-43,2nd Lt,SE-43-J,TAAF,Single engine,Baltimore,MD,,
"Platte, Claude R.",Platte, Claude R.,25-Jun-48,2nd Lt,,"Williams AFB, AZ",Single engine,,,,
"Plinton, James O., Jr.",Plinton," James O., Jr.",,Flight Officer,,TAAF,Service pilot,Westfield,NJ,,
"Polkinghorne, James R.",Polkinghorne, James R.,16-Feb-43,2nd Lt,SE-43-B,TAAF,Single engine,Pensacola,FL,,
"Pollard, Henry",Pollard, Henry,5-Dec-43,2nd Lt,SE-43-K,TAAF,Single engine,Buffalo,NY,,
"Pompey, Maurice D.",Pompey, Maurice D.,4-Aug-44,Flight Officer,TE-44-G,TAAF,Twin engine,South Bend,IN,,
"Ponder, Driskell B.",Ponder, Driskell B.,1-Oct-43,2nd Lt,SE-43-I,TAAF,Single engine,Chicago,IL,,
"Porter, Calvin V.",Porter, Calvin V.,8-Sep-45,2nd Lt,TE-45-F,TAAF,Twin engine,Detroit,MI,,
"Porter, John H.",Porter, John H.,12-Mar-44,2nd Lt,SE-44-C,TAAF,Single engine,Cleveland,OH,,
"Porter, Robert B.",Porter, Robert B.,15-Apr-45,Flight Officer,SE-45-B,TAAF,Single engine,Los Angeles,CA,,
"Powell, William S., Jr.",Powell," William S., Jr.",15-Apr-45,Flight Officer,SE-45-B,TAAF,Single engine,Eggertsville,NY,,
"Prather, George L.",Prather, George L.,27-Jun-45,Flight Officer,SE-45-D,TAAF,Single engine,Atlanta,GA,,
"Prewitt, Mexion O.",Prewitt, Mexion O.,4-Aug-45,Flight Officer,TE-45-E,TAAF,Twin engine,East Berkley,WV,,
"Price, Charles R.",Price, Charles R.,16-Oct-45,Flight Officer,TE-45-G,TAAF,Twin engine,Garden City,KS,,
"Price, William S., III",Price," William S., III",12-Mar-44,2nd Lt,SE-44-C,TAAF,Single engine,Topeka,KS,"Downed 1 Me-109 on March 16, 1945",
"Prince, Joseph A.",Prince, Joseph A.,27-Jun-45,Flight Officer,SE-45-D,TAAF,Single engine,Dayton,OH,,
"Proctor, Norman E.",Proctor, Norman E.,20-Nov-45,Flight Officer,TE-45-H,TAAF,Twin engine,Oberlin,OH,,
"Proctor, Oliver W.",Proctor, Oliver W.,4-Aug-45,Flight Officer,TE-45-E,TAAF,Twin engine,Norfolk,VA,,
"Prowell, John H.",Prowell, John H.,16-Feb-43,2nd Lt,SE-43-B,TAAF,Single engine,Lewisburg,AL,,
"Pruitt, Harry S.",Pruitt, Harry S.,11-Mar-45,Flight Officer,SE-45-A,TAAF,Single engine,Independence,KS,,
"Pruitt, Wendell O.",Pruitt, Wendell O.,13-Dec-42,2nd Lt,SE-42-K,TAAF,Single engine,St. Louis,MO,"Downed 1 Me-109 on June 9, 1944; Downed a He-111 and Me-109 on October 12, 1944",
"Pulliam, Richard C.",Pulliam, Richard C.,13-Dec-42,2nd Lt,SE-42-K,TAAF,Single engine,Kansas City,KS,,
"Pullian, Glen W.",Pullian, Glen W.,16-Oct-44,Flight Officer,TE-44-I-1,TAAF,Twin engine,Los Angeles,CA,,
"Purchase, Leon",Purchase, Leon,30-Aug-43,2nd Lt,SE-43-H,TAAF,Single engine,New York,NY,,
"Purnell, George B.",Purnell, George B.,15-Apr-45,Flight Officer,SE-45-B,TAAF,Single engine,Philadelphia,PA,,
"Purnell, Louis G.",Purnell, Louis G.,3-Jul-42,2nd Lt,SE-42-F,TAAF,Single engine,Wilmington,DE,,
"Qualles, John P.",Qualles, John P.,28-Dec-44,Flight Officer,TE-44-J,TAAF,Twin engine,Bronx,NY,,
"Quander, Charles J., Jr.",Quander," Charles J., Jr.",4-Aug-44,Flight Officer,TE-44-G,TAAF,Twin engine,Washington,DC,,
"Radcliffe, Lloyd L.",Radcliffe, Lloyd L.,15-Apr-45,2nd Lt,SE-45-B,TAAF,Single engine,New Haven,CT,,
"Ragsdale, Lincoln J.",Ragsdale, Lincoln J.,20-Nov-45,2nd Lt,SE-45-H,TAAF,Single engine,Ardmore,OK,,
"Ramsey, James C.",Ramsey, James C.,23-May-44,Flight Officer,SE-44-E,TAAF,Single engine,Augusta,GA,,
"Ramsey, Pierce T.",Ramsey, Pierce T.,8-Sep-45,Flight Officer,TE-45-F,TAAF,Twin engine,Philadelphia,PA,,
"Rapier, Gordon M.",Rapier, Gordon M.,12-Mar-44,2nd Lt,SE-44-C,TAAF,Single engine,Gary,IN,,
"Rayburg, Nathaniel P.",Rayburg, Nathaniel P.,3-Nov-43,Flight Officer,SE-43-J,TAAF,Single engine,Washington,DC,,
"Rayford, Lee",Rayford, Lee,20-May-42,2nd Lt,SE-42-E,TAAF,Single engine,Washington,DC,,
"Raymond, Frank R.",Raymond, Frank R.,27-Jun-45,Flight Officer,SE-45-D,TAAF,Single engine,Martinville,LA,,
"Rayner, Ahmed A., Jr.",Rayner," Ahmed A., Jr.",12-Mar-44,2nd Lt,TE-44-C,TAAF,Twin engine,Chicago,IL,,
"Rector, John A.",Rector, John A.,8-Sep-44,1st Lt,TE-44-H,TAAF,Twin engine,Pittsburg,PA,,
"Reed, Marsille P.",Reed, Marsille P.,11-Mar-45,2nd Lt,SE-45-A,TAAF,Single engine,Tillar,AR,,
"Reeves, Ronald W.",Reeves, Ronald W.,4-Aug-44,2nd Lt,SE-44-G,TAAF,Single engine,Washington,DC,,
"Reid, Maury M.",Reid, Maury M.,4-Aug-44,Flight Officer,SE-44-G,TAAF,Single engine,New York,NY,,
"Reynolds, Clarence E., Jr.",Reynolds," Clarence E., Jr.",4-Aug-45,Flight Officer,SE-45-E,TAAF,Single engine,Ahoskie,NC,,
"Rhodes, George M., Jr.",Rhodes," George M., Jr.",1-Oct-43,2nd Lt,SE-43-I,TAAF,Single engine,Brooklyn,NY,"Downed 1 Fw-190 on August 14, 1944",
"Rice, Clayo C.",Rice, Clayo C.,11-Mar-45,2nd Lt,SE-45-A,TAAF,Single engine,Bridgetown,NJ,,
"Rice, Price D.",Rice, Price D.,9-Oct-42,2nd Lt,SE-42-I,TAAF,Single engine,Montclair,NJ,,
"Rice, William E.",Rice, William E.,4-Aug-44,Flight Officer,SE-44-G,TAAF,Single engine,Swarthmore,PA,,
"Rich, Daniel L.",Rich, Daniel L.,15-Apr-44,2nd Lt,SE-44-D,TAAF,Single engine,Rutherford,NJ,"Downed 1 Me-109 on March 31, 1945",
"Richardson, Eugene J., Jr.",Richardson," Eugene J., Jr.",11-Mar-45,2nd Lt,SE-45-A,TAAF,Single engine,Camden,NJ,,
"Richardson, Virgil J.",Richardson, Virgil J.,30-Jun-43,2nd Lt,SE-43-F,TAAF,Single engine,Bronx,NY,,
"Roach, Charles J.",Roach, Charles J.,8-Sep-45,Flight Officer,TE-45-F,TAAF,Twin engine,Brooklyn,NY,,
"Roach, John B.",Roach, John B.,4-Aug-45,Flight Officer,TE-45-E,TAAF,Twin engine,Boston,MA,,
"Robbins, Emory L., Jr.",Robbins," Emory L., Jr.",3-Nov-43,2nd Lt,SE-43-J,TAAF,Single engine,Chicago,IL,,
"Roberts, Frank E.",Roberts, Frank E.,7-Jan-44,2nd Lt,SE-44-A,TAAF,Single engine,Boston,MA,,
"Roberts, George S.",Roberts, George S.,6-Mar-42,2nd Lt,SE-42-C,TAAF,Single engine,Fairmont,WV,,
"Roberts, Lawrence E.",Roberts, Lawrence E.,28-Dec-44,2nd Lt,TE-44-J,TAAF,Twin engine,Vauxhall,NH,,
"Roberts, Leon C.",Roberts, Leon C.,5-Aug-42,2nd Lt,SE-42-G,TAAF,Single engine,Prichard,AL,"Downed 1 Fw-190 on January 27, 1944",
"Roberts, Leroy, Jr.",Roberts," Leroy, Jr.",23-May-44,2nd Lt,SE-44-E,TAAF,Single engine,Toccoa,GA,,
"Roberts, Logan",Roberts, Logan,4-Aug-45,Flight Officer,SE-45-E,TAAF,Single engine,Philadelphia,PA,,
"Robinson, Carroll H.",Robinson, Carroll H.,15-Apr-44,2nd Lt,SE-44-D,TAAF,Single engine,Atlanta,GA,,
"Robinson, Curtis C.",Robinson, Curtis C.,29-Apr-43,2nd Lt,SE-43-D,TAAF,Single engine,Orangeburg,SC,,
"Robinson, Isaiah E., Jr.",Robinson," Isaiah E., Jr.",20-Nov-45,2nd Lt,TE-45-H,TAAF,Twin engine,Birmingham,AL,,
"Robinson, Robert C., Jr.",Robinson," Robert C., Jr.",4-Aug-44,2nd Lt,SE-44-G,TAAF,Single engine,Asheville,NC,,
"Robinson, Robert L., Jr.",Robinson," Robert L., Jr.",27-Jun-45,2nd Lt,SE-45-D,TAAF,Single engine,Wilcoe,WV,,
"Robinson, Spencer M.",Robinson, Spencer M.,11-Mar-45,2nd Lt,SE-45-A,TAAF,Single engine,Monroe,NJ,,
"Robinson, Theodore W.",Robinson, Theodore W.,20-Nov-45,2nd Lt,TE-45-H,TAAF,Twin engine,Chicago,IL,,
"Robnett, Harris H., Jr.",Robnett," Harris H., Jr.",4-Aug-44,Flight Officer,TE-44-G,TAAF,Twin engine,Denver,CO,,
"Rodgers, Marion R.",Rodgers, Marion R.,8-Feb-44,2nd Lt,SE-44-B,TAAF,Single engine,Elizabeth,NJ,,
"Rogers, Amos A.",Rogers, Amos A.,5-Dec-43,Flight Officer,TE-43-K,TAAF,Twin engine,Tuskegee Inst.,AL,,
"Rogers, Corneilus G.",Rogers, Corneilus G.,28-Jul-43,2nd Lt,SE-43-G,TAAF,Single engine,Chicago,IL,,
"Rogers, John W.",Rogers, John W.,5-Aug-42,2nd Lt,SE-42-G,TAAF,Single engine,Chicago,IL,,
"Rohlsen, Henry E.",Rohlsen, Henry E.,12-Mar-44,2nd Lt,SE-44-C,TAAF,Single engine,Christiansted,VI,,
"Romine, Roger",Romine, Roger,30-Aug-43,2nd Lt,SE-43-H,TAAF,Single engine,Oakland,CA,"Downed 1 Me-109 on July 18, 1944; Downed 1 Me-109 on July 26, 1944; Downed 1 Me-109 on October 12, 1944",
"Rose, William Y.",Rose, William Y.,30-Sep-43,1st Lt,CL-43-1,TAAF,Liaison pilot,Chicago,IL,,
"Ross, Mac",Ross, Mac,6-Mar-42,2nd Lt,SE-42-C,TAAF,Single engine,Dayton,OH,,
"Ross, Merrill Ray",Ross, Merrill Ray,29-Jan-46,2nd Lt,SE-45-I,TAAF,Single engine,Pineville,KY,,
"Ross, Washington D.",Ross, Washington D.,1-Oct-43,2nd Lt,SE-43-I,TAAF,Single engine,Ashland,KY,,
"Rowe, Claude A.",Rowe, Claude A.,28-Jun-46,2nd Lt,TE-46-C,TAAF,Twin engine,Detroit,MI,,
"Rucker, William A.",Rucker, William A.,7-Jan-44,2nd Lt,TE-44-A,TAAF,Twin engine,Washington,PA,,
"Russell, James C.",Russell, James C.,16-Oct-45,Flight Officer,TE-45-G,TAAF,Twin engine,Los Angeles,CA,,
"Samuels, Frederick H.",Samuels, Frederick H.,8-Sep-44,Flight Officer,TE-44-H,TAAF,Twin engine,Philadelphia,PA,,
"Sanderlin, Willis E.",Sanderlin, Willis E.,23-May-45,2nd Lt,SE-45-C,TAAF,Single engine,Washington,DC,,
"Sanders, Pearlee E.",Sanders, Pearlee E.,25-Mar-43,2nd Lt,SE-43-C,TAAF,Single engine,Bessemer,AL,,
"Saunders, Martin G.",Saunders, Martin G.,4-Aug-45,2nd Lt,SE-45-E,TAAF,Single engine,Jamaica,NY,,
"Sawyer, Harold E.",Sawyer, Harold E.,29-Apr-43,2nd Lt,SE-43-D,TAAF,Single engine,Columbus,OH,"Downed 1 Fw-190 on July 12, 1944; Downed 1 Me-109 on July 25, 1944",
"Scales, Norman W.",Scales, Norman W.,1-Oct-43,2nd Lt,SE-43-I,TAAF,Single engine,Austin,TX,,
"Schell, Wyrain T.",Schell, Wyrain T.,27-Jun-44,Flight Officer,SE-44-F,TAAF,Single engine,Brooklyn,NY,,
"Schwing, Herbert J.",Schwing, Herbert J.,11-Mar-45,2nd Lt,TE-45-A,TAAF,Twin engine,New York,NY,,
"Scott, Floyd R., Jr.",Scott," Floyd R., Jr.",8-Sep-45,Flight Officer,SE-45-F,TAAF,Single engine,Asbury Park,NJ,,
"Scott, Henry B.",Scott, Henry B.,1-Oct-43,2nd Lt,SE-43-I,TAAF,Single engine,Jersey City,NJ,,
"Scott, Joseph P.",Scott, Joseph P.,4-Aug-45,2nd Lt,SE-45-E,TAAF,Single engine,Chicago,IL,,
"Scott, Wayman E.",Scott, Wayman E.,20-Nov-45,Flight Officer,TE-45-H,TAAF,Twin engine,Oberlin,OH,,
"Selden, Wiley W.",Selden, Wiley W.,30-Jun-43,2nd Lt,SE-43-F,TAAF,Single engine,Norfolk,VA,,
"Session, Mansfield L.",Session, Mansfield L.,23-May-45,2nd Lt,SE-45-C,TAAF,Single engine,Los Angeles,CA,,
"Shannon, William H.",Shannon, William H.,30-Sep-43,Captain,CL-43-1,TAAF,Liaison pilot,Chicago,IL,,
"Sheats, George H.",Sheats, George H.,15-Apr-45,2nd Lt,SE-45-B,TAAF,Single engine,New Haven,CT,,
"Shepherd, James H.",Shepherd, James H.,4-Aug-44,Flight Officer,TE-44-G,TAAF,Twin engine,Washington,DC,,
"Sheppard, Harry A.",Sheppard, Harry A.,28-May-43,2nd Lt,SE-43-E,TAAF,Single engine,Jamaica,NY,,
"Sherard, Earl S., Jr.",Sherard," Earl S., Jr.",3-Nov-43,2nd Lt,SE-43-J,TAAF,Single engine,Columbus,OH,,
"Sherman, George",Sherman, George,16-Oct-45,Flight Officer,SE-45-G,TAAF,Single engine,Albany,IL,,
"Shivers, Clarence L.",Shivers, Clarence L.,28-Dec-44,Flight Officer,SE-44-J,TAAF,Single engine,St. Louis,MO,,
"Shults, Lloyd R.",Shults, Lloyd R.,15-Apr-44,2nd Lt,TE-44-D,TAAF,Twin engine,N. Plainfield,NJ,,
"Sidat-Singh, Wilmeth W.",Sidat-Singh, Wilmeth W.,25-Mar-43,2nd Lt,SE-43-C,TAAF,Single engine,Washington,DC,,
"Simeon, Albert B., Jr.",Simeon," Albert B., Jr.",27-Jun-45,Flight Officer,SE-45-D,TAAF,Single engine,Detroit,MI,,
