Count,Source,Destination
1,Portuguese Guinea,"Spanish Caribbean, unspecified"
1,Portuguese Guinea,San Juan
1,Portuguese Guinea,San Domingo (a) Santo Domingo
1,Portuguese Guinea,New Spain
1,Portuguese Guinea,NA
1,Portuguese Guinea,"Jamaica, port unspecified"
1,Portudal,NA
1,Portudal,French Africa (Goree or Senegal)
1,Portudal,Curacao
1,Porto Novo,Suriname
1,Porto Novo,"St. Vincent, port unspecified"
1,Porto Novo,Saint John (Antigua)
1,Porto Novo,"Saint-Domingue, port unspecified"
1,Porto Novo,Rio de Janeiro
1,Porto Novo,Petit-Goave
1,Porto Novo,"Pernambuco, port unspecified"
1,Porto Novo,Havana
1,Porto Novo,"Grenada, port unspecified"
1,Porto Novo,"Cuba, port unspecified"
1,Porto Novo,"Barbados, port unspecified"
1,Popo,Suriname
1,Popo,Petit-Goave
1,Popo,Montego Bay
1,Popo,Guanimar
1,Popo,"French Caribbean, colony unspecified"
1,Popo,Demerara
1,Popo,Cayenne
1,Popo,Cap Francais
1,Popo,Cape of Good Hope
1,Popo,Cabanas
1,Popo,Buenos Aires
1,Popo,"British Caribbean, colony unspecified"
1,Popo,Black River
1,Popo,Bahia Honda
1,Popo,"Americas, port unspecified"
1,Pokesoe (Princes Town),St. Eustatius
1,Pokesoe (Princes Town),"Danish West Indies, colony unspecified"
1,place_of_purchase,port_arrival
1,Petit Mesurado,"Martinique, port unspecified"
1,Petit Mesurado,Cayes (Les)
1,Penido,"Bahia, port unspecified"
1,Oere,Freetown
1,Oere,"Bahia, port unspecified"
1,Nova Redonda,"Pernambuco, port unspecified"
1,Nova Redonda,Macae
1,Nova Redonda,Freetown
1,Nova Redonda,"Bahia, port unspecified"
1,New Calabar,Upper James River
1,New Calabar,"Tortola, port unspecified"
1,New Calabar,St. Croix
1,New Calabar,Santa Marta
1,New Calabar,"Puerto Rico, port unspecified"
1,New Calabar,Montevideo
1,New Calabar,Martha Brae
1,New Calabar,Leogane
1,New Calabar,Essequibo
1,New Calabar,"Dutch Guianas, colony unspecified"
1,New Calabar,"Dutch Caribbean, colony unspecified"
1,New Calabar,Cadiz
1,New Calabar,"British Caribbean, colony unspecified"
1,New Calabar,"Bight of Biafra and Gulf of Guinea Islands, port unspecified"
1,New Calabar,"Bahia, port unspecified"
1,New Calabar,???
1,NA,"St. Kitts, port unspecified"
1,NA,Port Maria
1,NA,Lisbon
1,NA,"Hispaniola, unspecified"
1,NA,Gonaive
1,NA,Freetown
1,NA,"Cuba, port unspecified"
1,NA,Cayenne
1,NA,"Caribbean, port unspecified"
1,NA,Cap Francais
1,NA,Bights
1,Mpinda,Cayenne
1,Mozambique,Taipu
1,Mozambique,St. Eustatius
1,Mozambique,"Spanish Caribbean, unspecified"
1,Mozambique,"Saint-Domingue, port unspecified"
1,Mozambique,Paranagua
1,Mozambique,Para
1,Mozambique,New Orleans
1,Mozambique,Matanzas
1,Mozambique,"Martinique, port unspecified"
1,Mozambique,Louisiana
1,Mozambique,Ilha de Itamaric
1,Mozambique,Ile de France
1,Mozambique,Freetown
1,Mozambique,"Florida, port unspecified"
1,Mozambique,"Dominica, port unspecified"
1,Mozambique,Cienfuegos
1,Mozambique,Cayenne
1,Mozambique,Catuamo and Maria Farinha
1,Mozambique,Cananeia
1,Mozambique,Cabo Frio
1,Mozambique,Cabanas
1,Mozambique,"Barbados, port unspecified"
1,Momboza or Zanzibar,Charleston
1,Momboza or Zanzibar,Cap Francais
1,Mayumba,St. Helena
1,Mayumba,Saint-Marc
1,Mayumba,Port-au-Prince
1,Mayumba,Patuxent
1,Mayumba,New York
1,Mayumba,NA
1,Mayumba,"Martinique, port unspecified"
1,Mayumba,Havana
1,Mayumba,"French Caribbean, colony unspecified"
1,Mayumba,Buenos Aires
1,Mayumba,"British Caribbean, colony unspecified"
1,Mayumba,"Bahamas, port unspecified"
1,Mascarene Islands,Saint-Marc
1,Mascarene Islands,"Martinique, port unspecified"
1,Mano,"Virginia, port unspecified"
1,Mano,"Martinique, port unspecified"
1,Mano,"Grenada, port unspecified"
1,Mano,Freetown
1,Malembo,"St. Vincent, port unspecified"
1,Malembo,"Spanish Circum-Caribbean,unspecified"
1,Malembo,"South Carolina, port unspecified"
1,Malembo,Sagua
1,Malembo,Rappahannock
1,Malembo,Port-de-Paix
1,Malembo,Paraiba
1,Malembo,Montevideo
1,Malembo,Malembo
1,Malembo,Havana
1,Malembo,"Guadeloupe, port unspecified"
1,Malembo,Freetown
1,Malembo,Fort Dauphin
1,Malembo,"Dutch Caribbean, colony unspecified"
1,Malembo,Demerara
1,Malembo,Cumana
1,Malembo,"Cuba, port unspecified"
1,Malembo,Cayenne
1,Malembo,"Bahamas, port unspecified"
1,Madagascar,West Indies (colony unspecified)
1,Madagascar,"Virginia, port unspecified"
1,Madagascar,Trinidad de Cuba
1,Madagascar,St. Thomas
1,Madagascar,Santiago de Cuba
1,Madagascar,"Saint-Domingue, port unspecified"
1,Madagascar,Rappahannock
1,Madagascar,Perth Amboy
1,Madagascar,Newcastle (Nevis)
1,Madagascar,"Montserrat, port unspecified"
1,Madagascar,Kingston
1,Madagascar,Havana
1,Madagascar,Cap Francais
1,Madagascar,Cape of Good Hope
1,Madagascar,Boston
1,Madagascar,"Bahia, port unspecified"
1,Madagascar,"Americas, region unspecified"
1,Luanda,Venezuela
1,Luanda,Trujillo
1,Luanda,St. Thomas
1,Luanda,"Southeast Brazil, port unspecified"
1,Luanda,Santo Tomas
1,Luanda,Rio Grande do Sul Province
1,Luanda,Rio de la Hacha
1,Luanda,"Puerto Rico, port unspecified"
1,Luanda,Porto de Galinhas
1,Luanda,"Martinique, port unspecified"
1,Luanda,Luanda
1,Luanda,Leogane
1,Luanda,Ilha de Paqueta
1,Luanda,Ilha de Lobes
1,Luanda,Ilha das Palmas
1,Luanda,Freetown
1,Luanda,Essequibo
1,Luanda,Caracas
1,Luanda,Cap Francais
1,Lourenco Marques,"Rio de Janeiro, Sao Paulo, Santa Catarina"
1,Lourenco Marques,"Pernambuco, port unspecified"
1,Lourenco Marques,Mangaratiba
1,Lourenco Marques,Cabo Frio
1,Loango,Zion Hill
1,Loango,"West Central Africa and St. Helena, port unspecified"
1,Loango,"Virginia, port unspecified"
1,Loango,"Trinidad, port unspecified"
1,Loango,"St. Lucia, port unspecified"
1,Loango,"St. Kitts, port unspecified"
1,Loango,St. Helena
1,Loango,St. Croix
1,Loango,"South Carolina, port unspecified"
1,Loango,Savannah
1,Loango,Rio de la Hacha
1,Loango,Rappahannock
1,Loango,"Puerto Rico, port unspecified"
1,Loango,Perth Amboy
1,Loango,Patuxent
1,Loango,Newcastle (Nevis)
1,Loango,Mole Saint Nicolas
1,Loango,Mariel
1,Loango,Macae
1,Loango,Liberia
1,Loango,"Grenada, port unspecified"
1,Loango,Essequibo
1,Loango,"Dominica, port unspecified"
1,Loango,"Cuba, port unspecified"
1,Loango,Canasi
1,Loango,"British Caribbean, colony unspecified"
1,Liverpool River,NA
1,Little Popo,Suriname
1,Little Popo,Saint-Marc
1,Little Popo,Freetown
1,Little Popo,"Danish West Indies, colony unspecified"
1,Little Popo,Cayes (Les)
1,Little Junk,"Tortola, port unspecified"
1,Little Junk,"St. Kitts, port unspecified"
1,Little Junk,NA
1,Legas,"Grenada, port unspecified"
1,Lay,Suriname
1,Lay,Curacao
1,"Lagos, Onim","Trinidad, port unspecified"
1,"Lagos, Onim",Suriname
1,"Lagos, Onim",Santiago de Cuba
1,"Lagos, Onim",Saint-Marc
1,"Lagos, Onim",Saint John (Antigua)
1,"Lagos, Onim",Rio de Janeiro province
1,"Lagos, Onim","Pernambuco, port unspecified"
1,"Lagos, Onim",Nassau
1,"Lagos, Onim",Montego Bay
1,"Lagos, Onim",Maceio
1,"Lagos, Onim",Macae
1,"Lagos, Onim",Leogane
1,"Lagos, Onim",Charleston
1,"Lagos, Onim",Cayes (Les)
1,"Lagos, Onim",Berbice
1,"Lagos, Onim",Bahia Honda
1,"Lagos, Onim","Bahamas, port unspecified"
1,Kormantine,"Saint-Domingue, port unspecified"
1,Kormantine,Jeremie
1,Kormantine,Cayes (Les)
1,Kormantine,"Bahia, port unspecified"
1,Kilwa,Saint-Marc
1,Kilwa,NA
1,Kilwa,"French Caribbean, colony unspecified"
1,Kilwa,Cayes (Les)
1,Kilwa,Buenos Aires
1,Kilongo,NA
1,Kilongo,"Cuba, west coast"
1,Kilongo,Cardenas
1,Keta,Saint John (Antigua)
1,Keta,Sagua
1,Keta,NA
1,Keta,Leogane
1,Keta,Isla de Pinas
1,Keta,"Cuba, port unspecified"
1,Keta,Cap Francais
1,Keta,Berbice
1,Keta,"Barbados, port unspecified"
1,"Joal, or Saloum River","Senegambia and offshore Atlantic, port unspecified"
1,Jacquin,Portobelo
1,Jacquin,Curacao
1,Jacquin,Basse-Terre
1,Jacquin,"Americas, port unspecified"
1,Ivory Coast,Suriname
1,Ivory Coast,Newcastle (Nevis)
1,Ivory Coast,NA
1,Ivory Coast,"Martinique, port unspecified"
1,Ivory Coast,"Jamaica, port unspecified"
1,Inhambane,Montevideo
1,Inhambane,Cardenas
1,Inhambane,Cape of Good Hope
1,Inhambane,Campos
1,Inhambane,"Bahia, port unspecified"
1,Iles Plantain,Freetown
1,Iles de Los,Upper James River
1,Iles de Los,"St. Lucia, port unspecified"
1,Iles de Los,St. Eustatius
1,Iles de Los,St. Croix
1,Iles de Los,St. Augustine
1,Iles de Los,Savanna la Mar
1,Iles de Los,Santiago de Cuba
1,Iles de Los,Saint-Marc
1,Iles de Los,"Saint-Domingue, port unspecified"
1,Iles de Los,Rappahannock
1,Iles de Los,"Puerto Rico, port unspecified"
1,Iles de Los,Newcastle (Nevis)
1,Iles de Los,"Martinique, port unspecified"
1,Iles de Los,Jacmel
1,Iles de Los,Curacao
1,Ibo,Saint-Marc
1,Ibo,Marica
1,Ibo,Ilha de Marambaia
1,Gulf of Guinea islands,Cartagena
1,Grenada Point,"Grenada, port unspecified"
1,Grand Sestos,Saint John (Antigua)
1,Grand Sestos,"Martinique, port unspecified"
1,Grand Sestos,Kingston
1,Grand Sestos,"Dominica, port unspecified"
1,Grand Sestos,"Cuba, port unspecified"
1,Grand Sestos,"British Honduras, port unspecified"
1,Grand Sestos,"Americas, port unspecified"
1,Grand Popo,"Martinique, port unspecified"
1,Grand Popo,Curacao
1,Grand Popo,"Americas, port unspecified"
1,Grand Mesurado,"St. Kitts, port unspecified"
1,Grand Mesurado,Santiago de Cuba
1,Grand Mesurado,Saint-Marc
1,Grand Mesurado,Saint John (Antigua)
1,Grand Mesurado,"Saint-Domingue, port unspecified"
1,Grand Mesurado,Port-au-Prince
1,Grand Mesurado,"Jamaica, port unspecified"
1,Grand Mesurado,Havana
1,Grand Mesurado,Freetown
1,Grand Mesurado,Demerara
1,Grand Mesurado,"Cuba, port unspecified"
1,Grand Mesurado,Cayes (Les)
1,Grand Mesurado,Bissagos
1,Grand Mesurado,Berbice
1,Grand Junk,NA
1,Grand Junk,Leogane
1,Grand Bassa,Nassau
1,Grand Bassam,West Indies (colony unspecified)
1,Grand Bassam,"Grenada, port unspecified"
1,Grand Bassam,Cul-de-Sac
1,Grand Bassa,"Cuba, port unspecified"
1,Grand Bassa,"Americas, port unspecified"
1,Goree,York River
1,Goree,"Trinidad, port unspecified"
1,Goree,St. Thomas
1,Goree,"St. Kitts, port unspecified"
1,Goree,St. Croix
1,Goree,"Senegambia and offshore Atlantic, port unspecified"
1,Goree,Santiago de Cuba
1,Goree,Saint-Marc
1,Goree,Petit-Goave
1,Goree,"Pernambuco, port unspecified"
1,Goree,"French Caribbean, colony unspecified"
1,Goree,"Dutch Guianas, colony unspecified"
1,Goree,"Dominica, port unspecified"
1,Goree,Demerara
1,Goree,Buenos Aires
1,Goree,Boston
1,Goree,"Barbados, port unspecified"
1,"Gold Coast, port unspecified",Veracruz
1,"Gold Coast, port unspecified","USA, location unspecified"
1,"Gold Coast, port unspecified",St. Thomas
1,"Gold Coast, port unspecified",St. Maarten
1,"Gold Coast, port unspecified",St. Eustatius
1,"Gold Coast, port unspecified",Stabroek
1,"Gold Coast, port unspecified",Santiago de Cuba
1,"Gold Coast, port unspecified","Portugal, port unspecified"
1,"Gold Coast, port unspecified",Portobelo
1,"Gold Coast, port unspecified",Port Maria
1,"Gold Coast, port unspecified","Nevis, port unspecified"
1,"Gold Coast, port unspecified","Maryland, port unspecified"
1,"Gold Coast, port unspecified",Louisiana
1,"Gold Coast, port unspecified",La Guaira
1,"Gold Coast, port unspecified",Kingston (Demerera)
1,"Gold Coast, port unspecified","Hispaniola, unspecified"
1,"Gold Coast, port unspecified",Hampton
1,"Gold Coast, port unspecified",Elmina
1,"Gold Coast, port unspecified",Cumingsberg
1,"Gold Coast, port unspecified","Cuba, port unspecified"
1,"Gold Coast, port unspecified","Caribbean, port unspecified"
1,"Gold Coast, port unspecified",Cadiz
1,"Gold Coast, port unspecified",Buenos Aires
1,"Gold Coast, port unspecified",Boston
1,"Gold Coast, port unspecified","Antigua, port unspecified"
1,"Gold Coast, port unspecified","Americas, region unspecified"
1,"Gold Coast, port unspecified",???
1,Gold Coast from Kormatine to Accra,NA
1,"Gold Coast, Fr. definition",West Indies (colony unspecified)
1,"Gold Coast, Fr. definition",Portobelo
1,"Gold Coast, Fr. definition","Pernambuco, port unspecified"
1,"Gold Coast, Fr. definition",Jeremie
1,"Gold Coast, Fr. definition","Jamaica, port unspecified"
1,"Gold Coast, Fr. definition",Jacmel
1,"Gold Coast, Fr. definition","Bahia, port unspecified"
1,"Gold Coast, Fr. definition","Americas, port unspecified"
1,Gold Coast east of Kormantine,"Americas, region unspecified"
1,Gold Coast + Bight of Benin + Bight of Biafra,Cap Francais
1,Gambia,Veracruz
1,Gambia,"Trinidad, port unspecified"
1,Gambia,"Tortola, port unspecified"
1,Gambia,"St. Lucia, port unspecified"
1,Gambia,St. Eustatius
1,Gambia,"St. Barthelemy, port unspecified"
1,Gambia,Piscataqua
1,Gambia,Patuxent
1,Gambia,"North Carolina, port unspecified"
1,Gambia,La Balise
1,Gambia,Goree
1,Gambia,Eastern New Jersey
1,Gambia,"Bahamas, port unspecified"
1,Gambia,Amelia Island
1,Gambia,"Africa., port unspecified"
1,Gambia,???
1,Gallinhas,West Indies (colony unspecified)
1,Gallinhas,"Trinidad, port unspecified"
1,Gallinhas,Suriname
1,Gallinhas,"St. Vincent, port unspecified"
1,Gallinhas,Sagua
1,Gallinhas,"Rio de Janeiro, Sao Paulo, Santa Catarina"
1,Gallinhas,"Puerto Rico, port unspecified"
1,Gallinhas,Nassau
1,Gallinhas,Matanzas
1,Gallinhas,Leogane
1,Gallinhas,"Grenada, port unspecified"
1,Gallinhas,"French Caribbean, colony unspecified"
1,Gallinhas,"Barbados, port unspecified"
1,Gallinhas,Banes
1,Gallinhas,"Bahamas, port unspecified"
1,Galam,"St. Vincent, port unspecified"
1,Galam,Charleston
1,Galam,Cap Francais
1,Galam,"Barbados, port unspecified"
1,Galam,"Bahia, port unspecified"
1,Gabon,"St. Lucia, port unspecified"
1,Gabon,St. Eustatius
1,Gabon,Sao Tome
1,Gabon,Sao Sebastiao
1,Gabon,Saint Ann's Bay
1,Gabon,Pensacola
1,Gabon,Macae
1,Gabon,Leogane
1,Gabon,Jeremie
1,Gabon,Isla de Pinas
1,Gabon,Ilha Grande
1,Gabon,"Guadeloupe, port unspecified"
1,Gabon,French Africa (Goree or Senegal)
1,Gabon,"Cuba, port unspecified"
1,Gabon,Berbice
1,Gabon,Accra
1,Formosa,"Martinique, port unspecified"
1,Formosa,Freetown
1,Formosa,"Bahia, port unspecified"
1,Fernando Po,Montevideo
1,Eva,Cap Francais
1,Epe,NA
1,Epe,Kingston
1,Epe,"Jamaica, port unspecified"
1,Epe,"Cuba, port unspecified"
1,Elmina,St. Maarten
1,Elmina,St. Croix
1,Elmina,"Spanish Circum-Caribbean,unspecified"
1,Elmina,"Spanish Caribbean, unspecified"
1,Elmina,Paramaribo
1,Elmina,Montevideo
1,Elmina,Leogane
1,Elmina,Havana
1,Elmina,Cape of Good Hope
1,Elmina,Cadiz
1,Elmina,Basse-Terre
1,Drouin,"Barbados, port unspecified"
1,Dembia,Saint John (Antigua)
1,Delagoa,"Montserrat, port unspecified"
1,Delagoa,Freetown
1,Delagoa,Charleston
1,Danish Gold Coast,St. Croix
1,Danish Gold Coast,Saint John (Antigua)
1,Danish Gold Coast,"Saint-Domingue, port unspecified"
1,Danish Gold Coast,NA
1,Danish Gold Coast,"Martinique, port unspecified"
1,Cote de Malaguette (runs through to Cape Palmas on Windward Coast),Santiago de Cuba
1,Cote de Malaguette (runs through to Cape Palmas on Windward Coast),Maranhao
1,Costa Leste Occidental,Rio de Janeiro
1,Costa de Africa (mainland coast around S Tome/Principe),San Juan
1,Costa de Africa (mainland coast around S Tome/Principe),Havana
1,Costa da Mina,Sao Tome
1,Costa da Mina,Santiago de Cuba
1,Costa da Mina,Para
1,Costa da Mina,Havana
1,Costa da Mina,Freetown
1,Costa da Mina,"Cuba, port unspecified"
1,Corisco,Freetown
1,Corisco,"Cuba, port unspecified"
1,Congo River,Zion Hill
1,Congo River,Vigo
1,Congo River,Tybee Island
1,Congo River,St. Thomas
1,Congo River,"St. Kitts, port unspecified"
1,Congo River,"St. Barthelemy, port unspecified"
1,Congo River,"Spanish Circum-Caribbean,unspecified"
1,Congo River,"Spanish Caribbean, unspecified"
1,Congo River,"Puerto Rico, port unspecified"
1,Congo River,Newcastle (Nevis)
1,Congo River,Nassau
1,Congo River,"Martinique, port unspecified"
1,Congo River,Mariel
1,Congo River,Maranhao
1,Congo River,"Magari, Manzanillo"
1,Congo River,Macae
1,Congo River,Lisbon
1,Congo River,"Jamaica, port unspecified"
1,Congo River,Isla de Pinas
1,Congo River,Guanimar
1,Congo River,"Guadeloupe, port unspecified"
1,Congo River,"Georgia, port unspecified"
1,Congo River,"French Caribbean, colony unspecified"
1,Congo River,Freetown
1,Congo River,Falmouth (Jam.)
1,Congo River,Dois Rios
1,Congo River,"Cuba, south coast"
1,Congo River,Cienfuegos
1,Congo River,Cayes (Les)
1,Congo River,Cayenne
1,Congo River,Cartagena
1,Congo River,Caracas
1,Congo River,Canasi
1,Congo River,Campeche
1,Congo River,Cabanas
1,Congo River,"British Caribbean, colony unspecified"
1,Congo River,Beaufort
1,Congo River,Basse-Terre
1,Congo River,Banes
1,Congo North,Veracruz
1,Congo North,Trinidad de Cuba
1,Congo North,"St. Lucia, port unspecified"
1,Congo North,Saint John (Antigua)
1,Congo North,"Rio de Janeiro, Sao Paulo, Santa Catarina"
1,Congo North,New Orleans
1,Congo North,Matanzas
1,Congo North,"Martinique, port unspecified"
1,Congo North,Leogane
1,Congo North,"Jamaica, port unspecified"
1,Congo North,Havana
1,Congo North,"French Caribbean, colony unspecified"
1,Congo North,"Dutch Guianas, colony unspecified"
1,Congo North,"Cuba, port unspecified"
1,Congo North,Cayes (Les)
1,Congo North,Cardenas
1,Congo North,Cap Francais
1,Congo North,"Antigua, port unspecified"
1,Coanza River,St. Helena
1,Coanza River,Freetown
1,Coanza River,"Cuba, port unspecified"
1,Coanza River,"Americas, region unspecified"
1,Christiansborg,Princes Island
1,Christiansborg,Portobelo
1,Christiansborg,Cap Francais
1,Chama,Cap Francais
1,Cess,Port-de-Paix
1,Cess,"Grenada, port unspecified"
1,C.C. Castle and Windward,NA
1,Casnasonis (location undetermined),NA
1,Casnasonis (location undetermined),"Jamaica, port unspecified"
1,Casamance,St. Thomas
1,Casamance,NA
1,Casamance,Havana
1,Casamance,"Cuba, south coast"
1,Casamance,"Barbados, port unspecified"
1,Cap Lopez,Suriname
1,Cap Lopez,Saint-Marc
1,Cap Lopez,Saint John (Antigua)
1,Cap Lopez,Kingston
1,Cap Lopez,Jacmel
1,Cap Lopez,"Cuba, port unspecified"
1,Cap Lopez,Cayenne
1,Cap Lopez,Cartagena
1,Cap Lopez,Campos
1,Cap Lopez,"Americas, port unspecified"
1,Cape Verde Islands,West Indies (colony unspecified)
1,Cape Verde Islands,Trinidad de Cuba
1,Cape Verde Islands,Seville
1,Cape Verde Islands,Santiago de Cuba
1,Cape Verde Islands,Santa Marta
1,Cape Verde Islands,Saint John (Antigua)
1,Cape Verde Islands,"Rio de la Plata, port unspecified"
1,Cape Verde Islands,Puerto de Plata
1,Cape Verde Islands,New York
1,Cape Verde Islands,Monte Christi
1,Cape Verde Islands,Matanzas
1,Cape Verde Islands,La Guaira
1,Cape Verde Islands,Kingston
1,Cape Verde Islands,"Honduras, port unspecified"
1,Cape Verde Islands,French Africa (Goree or Senegal)
1,Cape Verde Islands,Caribbean (colony unspecified)
1,Cape Verde Islands,Caracas
1,Cape Verde Islands,Cape Verde Islands
1,Cape Verde Islands,Buenos Aires
1,Cape Verde Islands,"Americas, region unspecified"
1,Cape of Good Hope,"Puerto Rico, port unspecified"
1,Cape of Good Hope,NA
1,Cape of Good Hope,"Martinique, port unspecified"
1,Cape Mount (Cape Grand Mount),Zion Hill
1,Cape Mount (Cape Grand Mount),St. Eustatius
1,Cape Mount (Cape Grand Mount),Roanoke
1,Cape Mount (Cape Grand Mount),Port Maria
1,Cape Mount (Cape Grand Mount),Port-au-Prince
1,Cape Mount (Cape Grand Mount),"Montserrat, port unspecified"
1,Cape Mount (Cape Grand Mount),Cap Francais
1,Cape Mount (Cape Grand Mount),Cape of Good Hope
1,Cape Mount (Cape Grand Mount),"British Caribbean, colony unspecified"
1,Cape Mount (Cape Grand Mount),Basse-Terre
1,Cape Mole,Demerara
1,Cape Logas (location undetermined),"St. Vincent, port unspecified"
1,Cape Lahou,Trinidad de Cuba
1,Cape Lahou,"St. Kitts, port unspecified"
1,Cape Lahou,"Saint-Domingue, port unspecified"
1,Cape Lahou,"Martinique, port unspecified"
1,Cape Lahou,Leogane
1,Cape Lahou,"Jamaica, port unspecified"
1,Cape Lahou,"Grenada, port unspecified"
1,Cape Lahou,Freetown
1,Cape Lahou,Cul-de-Sac
1,Cape Lahou,Cayenne
1,Cape Lahou,Cap Francais
1,Cape Coast Castle,Tybee Island
1,Cape Coast Castle,Trinidad de Cuba
1,Cape Coast Castle,"St. Lucia, port unspecified"
1,Cape Coast Castle,"St. Barthelemy, port unspecified"
1,Cape Coast Castle,Savanna la Mar
1,Cape Coast Castle,Savannah
1,Cape Coast Castle,Santiago de Cuba
1,Cape Coast Castle,Saint-Marc
1,Cape Coast Castle,Port Royal
1,Cape Coast Castle,Portobelo
1,Cape Coast Castle,Port Maria
1,Cape Coast Castle,Philadelphia
1,Cape Coast Castle,"Pernambuco, port unspecified"
1,Cape Coast Castle,Patuxent
1,Cape Coast Castle,Orinoko
1,Cape Coast Castle,New York
1,Cape Coast Castle,"Nevis, port unspecified"
1,Cape Coast Castle,Morant Bay
1,Cape Coast Castle,"Montserrat, port unspecified"
1,Cape Coast Castle,Montevideo
1,Cape Coast Castle,Monte Christi
1,Cape Coast Castle,Leogane
1,Cape Coast Castle,Cape Coast Castle
1,Cape Coast Castle,"British Americas, port unspecified"
1,Cape Coast Castle,Antonia
1,Cape Coast Castle,Annapolis
1,Cape Coast Castle,"Americas, region unspecified"
1,Cameroons River,"St. Lucia, port unspecified"
1,Cameroons River,Saint John (Antigua)
1,Cameroons River,"Pernambuco, port unspecified"
1,Cameroons River,Kingston
1,Cameroons River,"Jamaica, port unspecified"
1,Cameroons River,Fernando Po
1,Cameroons River,Essequibo
1,Cameroons River,"Cuba, port unspecified"
1,Cameroons,"Pernambuco, port unspecified"
1,Cameroons,Nassau
1,Cameroons,Maranhao
1,Cameroons,Demerara
1,Cameroons,Charleston
1,Cameroons,"Americas, port unspecified"
1,Calabar,Veracruz
1,Calabar,"USA, location unspecified"
1,Calabar,"Tortola, port unspecified"
1,Calabar,"St. Barthelemy, port unspecified"
1,Calabar,"Spanish Americas, port unspecified"
1,Calabar,Sao Tome
1,Calabar,"Saint-Domingue, port unspecified"
1,Calabar,Port Royal
1,Calabar,Port Maria
1,Calabar,Patuxent
1,Calabar,North Potomac
1,Calabar,Nassau
1,Calabar,Matanzas
1,Calabar,Maranhao
1,Calabar,"Guadeloupe, port unspecified"
1,Calabar,Falmouth (Jam.)
1,Calabar,"Danish West Indies, colony unspecified"
1,Calabar,"Cuba, port unspecified"
1,Calabar,Caracas
1,Calabar,Cape Coast Castle
1,Calabar,Buenos Aires
1,Calabar,"Africa., port unspecified"
1,Cacheu,West Indies (colony unspecified)
1,Cacheu,Veracruz
1,Cacheu,"St. Vincent, port unspecified"
1,Cacheu,"St. Kitts, port unspecified"
1,Cacheu,"Spanish Americas, port unspecified"
1,Cacheu,"Saint-Domingue, port unspecified"
1,Cacheu,Port-de-Paix
1,Cacheu,Nassau
1,Cacheu,"Martinique, port unspecified"
1,Cacheu,Freetown
1,Cacheu,Demerara
1,Cacheu,Cap Francais
1,Cacheu,Cadiz
1,Cacheu,Basse-Terre
1,Cacheu,"Barbados, port unspecified"
1,Cacheu,"Americas, port unspecified"
1,Cacandia,NA
1,Cabo Lopo Goncalves,NA
1,Cabinda,York River
1,Cabinda,"Virginia, port unspecified"
1,Cabinda,Trinidad de Cuba
1,Cabinda,"St. Vincent, port unspecified"
1,Cabinda,St. Croix
1,Cabinda,"Spanish Circum-Caribbean,unspecified"
1,Cabinda,South Potomac
1,Cabinda,Savannah
1,Cabinda,Sao Sebastiao
1,Cabinda,Saint John (Antigua)
1,Cabinda,"Rio de Janeiro, Sao Paulo, Santa Catarina"
1,Cabinda,"Puerto Rico, port unspecified"
1,Cabinda,Puerto Padre
1,Cabinda,Petit-Goave
1,Cabinda,Newcastle (Nevis)
1,Cabinda,Montevideo
1,Cabinda,Londontowne
1,Cabinda,La Guaira
1,Cabinda,"Grenada, port unspecified"
1,Cabinda,"French Caribbean, colony unspecified"
1,Cabinda,"Dominica, port unspecified"
1,Cabinda,Demerara
1,Cabinda,Curacao
1,Cabinda,Cumingsberg
1,Cabinda,Cul-de-Sac
1,Cabinda,Cabanas
1,Cabinda,"British Caribbean, colony unspecified"
1,Cabinda,"Brazil, port unspecified"
1,Cabinda,Biloxi
1,Cabinda,Berbice
1,Cabinda,Basse-Terre
1,Bundy,"Grenada, port unspecified"
1,Bonny,"USA, location unspecified"
1,Bonny,"Spanish Caribbean, unspecified"
1,Bonny,"Spanish Americas, port unspecified"
1,Bonny,South Potomac
1,Bonny,Savanna la Mar
1,Bonny,Saint Ann's Bay
1,Bonny,Puerto Padre
1,Bonny,Port Royal
1,Bonny,Portobelo
1,Bonny,Petit-Goave
1,Bonny,Patuxent
1,Bonny,Nuevitas
1,Bonny,"Montserrat, port unspecified"
1,Bonny,Lower James River
1,Bonny,Falmouth (Jam.)
1,Bonny,Caracas
1,Bonny,Bonny
1,Bonny,Black River
1,Bonny,Berbice
1,Bonny,Banes
1,Bonny,"Antigua, port unspecified"
1,Boary,St. Eustatius
1,Boary,NA
1,Boary,Berbice
1,Bissau,Savannah
1,Bissau,Rio Grande do Norte
1,Bissau,Kingston
1,Bissau,Havana
1,Bissau,"French Caribbean, colony unspecified"
1,Bissau,French Africa (Goree or Senegal)
1,Bissau,"Cuba, port unspecified"
1,Bissau,Cayenne
1,Bissau,"Bahamas, port unspecified"
1,Bissau,"Americas, region unspecified"
1,Bissau,"Americas, port unspecified"
1,Bissagos,Falmouth (Jam.)
1,Bissagos,Basse-Terre
1,Bimbia,"Martinique, port unspecified"
1,Bimbia,"Jamaica, port unspecified"
1,Bimbia,"Cuba, port unspecified"
1,Bilbay,"Grenada, port unspecified"
1,Bights,Rio de Janeiro
1,Bights,Havana
1,Bights,Freetown
1,"Bight of Biafra and Gulf of Guinea Islands, port unspecified",West Indies (colony unspecified)
